,store_ID,day_of_week,nb_customers_on_day,open,promotion,state_holiday,school_holiday,predicted_sales
441,733,7,3200,1,0,0,0,23849.05
442,759,7,0,0,0,0,0,0.0
443,631,7,0,0,0,0,0,0.0
444,1047,7,0,0,0,0,0,0.0
445,532,7,0,0,0,0,0,0.0
446,242,7,0,0,0,0,0,0.0
447,503,7,0,0,0,0,0,0.0
448,14,7,0,0,0,0,0,0.0
449,866,7,0,0,0,0,0,0.0
450,587,7,0,0,0,0,0,0.0
451,291,7,0,0,0,0,0,0.0
452,364,7,0,0,0,0,0,0.0
453,890,7,0,0,0,0,0,0.0
454,1039,7,0,0,0,0,0,0.0
455,416,7,0,0,0,0,0,0.0
456,1024,7,0,0,0,0,0,0.0
457,702,7,0,0,0,0,0,0.0
458,301,7,0,0,0,0,0,0.0
459,287,7,0,0,0,0,0,0.0
460,197,7,0,0,0,0,0,0.0
461,720,7,0,0,0,0,0,0.0
462,709,7,0,0,0,0,0,0.0
463,257,7,0,0,0,0,0,0.0
464,557,7,0,0,0,0,0,0.0
465,323,7,0,0,0,0,0,0.0
466,957,7,0,0,0,0,0,0.0
467,856,7,0,0,0,0,0,0.0
468,537,7,0,0,0,0,0,0.0
469,812,7,0,0,0,0,0,0.0
470,910,7,0,0,0,0,0,0.0
471,582,7,0,0,0,0,0,0.0
472,858,7,0,0,0,0,0,0.0
473,938,7,0,0,0,0,0,0.0
474,232,7,0,0,0,0,0,0.0
475,654,7,0,0,0,0,0,0.0
476,377,7,0,0,0,0,0,0.0
477,892,7,0,0,0,0,0,0.0
478,915,7,0,0,0,0,0,0.0
479,1093,7,0,0,0,0,0,0.0
480,843,7,0,0,0,0,0,0.0
481,777,7,0,0,0,0,0,0.0
482,504,7,0,0,0,0,0,0.0
483,708,7,0,0,0,0,0,0.0
484,714,7,0,0,0,0,0,0.0
485,849,7,0,0,0,0,0,0.0
486,258,7,0,0,0,0,0,0.0
487,615,7,0,0,0,0,0,0.0
488,135,7,0,0,0,0,0,0.0
489,89,7,0,0,0,0,0,0.0
490,1017,7,0,0,0,0,0,0.0
491,719,7,0,0,0,0,0,0.0
492,758,7,0,0,0,0,0,0.0
493,39,7,0,0,0,0,0,0.0
494,46,7,0,0,0,0,0,0.0
495,1088,7,0,0,0,0,0,0.0
496,506,7,0,0,0,0,0,0.0
497,443,7,0,0,0,0,0,0.0
498,944,7,0,0,0,0,0,0.0
499,499,7,0,0,0,0,0,0.0
500,404,7,0,0,0,0,0,0.0
501,29,7,0,0,0,0,0,0.0
502,686,7,0,0,0,0,0,0.0
503,1003,7,0,0,0,0,0,0.0
504,143,7,0,0,0,0,0,0.0
505,810,7,0,0,0,0,0,0.0
506,865,7,0,0,0,0,0,0.0
507,784,7,0,0,0,0,0,0.0
508,726,7,0,0,0,0,0,0.0
509,211,7,0,0,0,0,0,0.0
510,418,7,0,0,0,0,0,0.0
511,177,7,0,0,0,0,0,0.0
512,67,7,0,0,0,0,0,0.0
513,676,7,2142,1,0,0,0,14514.85
514,252,7,0,0,0,0,0,0.0
515,647,7,0,0,0,0,0,0.0
516,466,7,0,0,0,0,0,0.0
517,1106,7,0,0,0,0,0,0.0
518,905,7,0,0,0,0,0,0.0
519,470,7,0,0,0,0,0,0.0
520,848,7,0,0,0,0,0,0.0
521,141,7,0,0,0,0,0,0.0
522,170,7,0,0,0,0,0,0.0
523,656,7,0,0,0,0,0,0.0
524,832,7,0,0,0,0,0,0.0
525,913,7,0,0,0,0,0,0.0
526,561,7,0,0,0,0,0,0.0
527,278,7,0,0,0,0,0,0.0
528,283,7,0,0,0,0,0,0.0
529,668,7,0,0,0,0,0,0.0
530,824,7,0,0,0,0,0,0.0
531,1048,7,0,0,0,0,0,0.0
532,317,7,0,0,0,0,0,0.0
533,200,7,0,0,0,0,0,0.0
534,171,7,0,0,0,0,0,0.0
535,307,7,0,0,0,0,0,0.0
536,493,7,0,0,0,0,0,0.0
537,405,7,0,0,0,0,0,0.0
538,5,7,0,0,0,0,0,0.0
539,48,7,0,0,0,0,0,0.0
540,543,7,0,0,0,0,0,0.0
541,461,7,0,0,0,0,0,0.0
542,398,7,0,0,0,0,0,0.0
543,606,7,0,0,0,0,0,0.0
544,392,7,0,0,0,0,0,0.0
545,822,7,0,0,0,0,0,0.0
546,127,7,0,0,0,0,0,0.0
547,226,7,0,0,0,0,0,0.0
548,873,7,0,0,0,0,0,0.0
549,877,7,0,0,0,0,0,0.0
550,948,7,1987,1,0,0,0,13991.6
551,1100,7,0,0,0,0,0,0.0
552,704,7,0,0,0,0,0,0.0
553,800,7,0,0,0,0,0,0.0
554,227,7,0,0,0,0,0,0.0
555,608,7,0,0,0,0,0,0.0
556,137,7,0,0,0,0,0,0.0
557,597,7,0,0,0,0,0,0.0
558,521,7,0,0,0,0,0,0.0
559,1030,7,0,0,0,0,0,0.0
560,903,7,0,0,0,0,0,0.0
561,166,7,0,0,0,0,0,0.0
562,497,7,0,0,0,0,0,0.0
563,761,7,0,0,0,0,0,0.0
564,653,7,0,0,0,0,0,0.0
565,525,7,0,0,0,0,0,0.0
566,980,7,0,0,0,0,0,0.0
567,936,7,0,0,0,0,0,0.0
568,1011,7,0,0,0,0,0,0.0
569,732,7,0,0,0,0,0,0.0
570,1097,7,2606,1,0,0,0,19601.24
571,195,7,0,0,0,0,0,0.0
572,449,7,0,0,0,0,0,0.0
573,624,7,0,0,0,0,0,0.0
574,727,7,0,0,0,0,0,0.0
575,741,7,0,0,0,0,0,0.0
576,839,7,0,0,0,0,0,0.0
577,802,7,0,0,0,0,0,0.0
578,927,7,0,0,0,0,0,0.0
579,679,7,0,0,0,0,0,0.0
580,911,7,0,0,0,0,0,0.0
581,951,7,0,0,0,0,0,0.0
582,813,7,0,0,0,0,0,0.0
583,145,7,0,0,0,0,0,0.0
584,705,7,0,0,0,0,0,0.0
585,599,7,0,0,0,0,0,0.0
586,789,7,0,0,0,0,0,0.0
587,664,7,0,0,0,0,0,0.0
588,426,7,0,0,0,0,0,0.0
589,306,7,0,0,0,0,0,0.0
590,450,7,0,0,0,0,0,0.0
591,1043,7,0,0,0,0,0,0.0
592,729,7,0,0,0,0,0,0.0
593,730,7,0,0,0,0,0,0.0
594,940,7,0,0,0,0,0,0.0
595,8,7,0,0,0,0,0,0.0
596,738,7,0,0,0,0,0,0.0
597,891,7,0,0,0,0,0,0.0
598,649,7,0,0,0,0,0,0.0
599,807,7,0,0,0,0,0,0.0
600,118,7,0,0,0,0,0,0.0
601,694,7,0,0,0,0,0,0.0
602,333,7,0,0,0,0,0,0.0
603,665,7,0,0,0,0,0,0.0
604,247,7,0,0,0,0,0,0.0
605,974,7,0,0,0,0,0,0.0
606,339,7,0,0,0,0,0,0.0
607,874,7,0,0,0,0,0,0.0
608,516,7,0,0,0,0,0,0.0
609,300,7,0,0,0,0,0,0.0
610,757,7,0,0,0,0,0,0.0
611,870,7,0,0,0,0,0,0.0
612,751,7,0,0,0,0,0,0.0
613,152,7,0,0,0,0,0,0.0
614,931,7,0,0,0,0,0,0.0
615,159,7,0,0,0,0,0,0.0
616,736,7,0,0,0,0,0,0.0
617,914,7,0,0,0,0,0,0.0
618,782,7,0,0,0,0,0,0.0
619,857,7,0,0,0,0,0,0.0
620,556,7,0,0,0,0,0,0.0
621,496,7,0,0,0,0,0,0.0
622,575,7,0,0,0,0,0,0.0
623,566,7,0,0,0,0,0,0.0
624,15,7,0,0,0,0,0,0.0
625,588,7,0,0,0,0,0,0.0
626,764,7,0,0,0,0,0,0.0
627,1029,7,0,0,0,0,0,0.0
628,811,7,0,0,0,0,0,0.0
629,697,7,0,0,0,0,0,0.0
630,86,7,0,0,0,0,0,0.0
631,1041,7,0,0,0,0,0,0.0
632,683,7,0,0,0,0,0,0.0
633,30,7,0,0,0,0,0,0.0
634,967,7,0,0,0,0,0,0.0
635,179,7,0,0,0,0,0,0.0
636,327,7,0,0,0,0,0,0.0
637,263,7,0,0,0,0,0,0.0
638,352,7,0,0,0,0,0,0.0
639,412,7,0,0,0,0,0,0.0
640,248,7,0,0,0,0,0,0.0
641,490,7,0,0,0,0,0,0.0
642,539,7,0,0,0,0,0,0.0
643,808,7,0,0,0,0,0,0.0
644,919,7,0,0,0,0,0,0.0
645,218,7,0,0,0,0,0,0.0
646,796,7,0,0,0,0,0,0.0
647,621,7,0,0,0,0,0,0.0
648,191,7,0,0,0,0,0,0.0
649,912,7,0,0,0,0,0,0.0
650,634,7,0,0,0,0,0,0.0
651,1066,7,0,0,0,0,0,0.0
652,862,7,0,0,0,0,0,0.0
653,155,7,0,0,0,0,0,0.0
654,886,7,0,0,0,0,0,0.0
655,684,7,0,0,0,0,0,0.0
656,432,7,0,0,0,0,0,0.0
657,1052,7,0,0,0,0,0,0.0
658,485,7,0,0,0,0,0,0.0
659,743,7,0,0,0,0,0,0.0
660,391,7,0,0,0,0,0,0.0
661,334,7,0,0,0,0,0,0.0
662,799,7,0,0,0,0,0,0.0
663,1090,7,0,0,0,0,0,0.0
664,693,7,0,0,0,0,0,0.0
665,109,7,0,0,0,0,0,0.0
666,119,7,0,0,0,0,0,0.0
667,564,7,0,0,0,0,0,0.0
668,281,7,0,0,0,0,0,0.0
669,1013,7,0,0,0,0,0,0.0
670,949,7,0,0,0,0,0,0.0
671,534,7,0,0,0,0,0,0.0
672,560,7,0,0,0,0,0,0.0
673,312,7,0,0,0,0,0,0.0
674,77,7,0,0,0,0,0,0.0
675,142,7,0,0,0,0,0,0.0
676,661,7,0,0,0,0,0,0.0
677,73,7,0,0,0,0,0,0.0
678,253,7,0,0,0,0,0,0.0
679,667,7,0,0,0,0,0,0.0
680,1016,7,0,0,0,0,0,0.0
681,245,7,0,0,0,0,0,0.0
682,1115,7,0,0,0,0,0,0.0
683,393,7,0,0,0,0,0,0.0
684,840,7,0,0,0,0,0,0.0
685,411,7,0,0,0,0,0,0.0
686,366,7,0,0,0,0,0,0.0
687,423,7,2329,1,0,0,0,17315.24
688,347,7,0,0,0,0,0,0.0
689,1092,7,0,0,0,0,0,0.0
